CRASH_DATE,CRASH_NUM
2013-12-08,0
2013-12-09,0
2013-12-10,0
2013-12-11,0
2013-12-12,0
2013-12-13,0
2013-12-14,0
2013-12-15,0
2013-12-16,0
2013-12-17,0
2013-12-18,0
2013-12-19,0
2013-12-20,0
2013-12-21,0
2013-12-22,0
2013-12-23,0
2013-12-24,0
2013-12-25,0
2013-12-26,0
2013-12-27,0
2013-12-28,0
2013-12-29,0
2013-12-30,0
2013-12-31,0
2014-01-01,0
2014-01-02,0
2014-01-03,0
2014-01-04,0
2014-01-05,0
2014-01-06,0
2014-01-07,0
2014-01-08,0
2014-01-09,0
2014-01-10,0
2014-01-11,0
2014-01-12,0
2014-01-13,0
2014-01-14,0
2014-01-15,0
2014-01-16,0
2014-01-17,0
2014-01-18,1
2014-01-19,0
2014-01-20,0
2014-01-21,1
2014-01-22,0
2014-01-23,0
2014-01-24,0
2014-01-25,0
2014-01-26,0
2014-01-27,0
2014-01-28,0
2014-01-29,0
2014-01-30,0
2014-01-31,0
2014-02-01,0
2014-02-02,0
2014-02-03,0
2014-02-04,0
2014-02-05,0
2014-02-06,0
2014-02-07,0
2014-02-08,0
2014-02-09,0
2014-02-10,0
2014-02-11,0
2014-02-12,0
2014-02-13,0
2014-02-14,0
2014-02-15,0
2014-02-16,0
2014-02-17,0
2014-02-18,0
2014-02-19,0
2014-02-20,0
2014-02-21,0
2014-02-22,0
2014-02-23,0
2014-02-24,1
2014-02-25,0
2014-02-26,0
2014-02-27,0
2014-02-28,0
2014-03-01,0
2014-03-02,0
2014-03-03,0
2014-03-04,0
2014-03-05,0
2014-03-06,0
2014-03-07,0
2014-03-08,0
2014-03-09,0
2014-03-10,0
2014-03-11,0
2014-03-12,0
2014-03-13,0
2014-03-14,0
2014-03-15,0
2014-03-16,0
2014-03-17,0
2014-03-18,0
2014-03-19,0
2014-03-20,0
2014-03-21,0
2014-03-22,0
2014-03-23,0
2014-03-24,0
2014-03-25,0
2014-03-26,0
2014-03-27,0
2014-03-28,0
2014-03-29,0
2014-03-30,0
2014-03-31,0
2014-04-01,0
2014-04-02,0
2014-04-03,0
2014-04-04,0
2014-04-05,0
2014-04-06,0
2014-04-07,0
2014-04-08,0
2014-04-09,0
2014-04-10,0
2014-04-11,0
2014-04-12,0
2014-04-13,0
2014-04-14,0
2014-04-15,0
2014-04-16,0
2014-04-17,0
2014-04-18,0
2014-04-19,0
2014-04-20,0
2014-04-21,0
2014-04-22,0
2014-04-23,0
2014-04-24,0
2014-04-25,0
2014-04-26,0
2014-04-27,0
2014-04-28,0
2014-04-29,0
2014-04-30,0
2014-05-01,0
2014-05-02,0
2014-05-03,0
2014-05-04,0
2014-05-05,0
2014-05-06,0
2014-05-07,0
2014-05-08,0
2014-05-09,0
2014-05-10,0
2014-05-11,0
2014-05-12,0
2014-05-13,0
2014-05-14,0
2014-05-15,0
2014-05-16,0
2014-05-17,0
2014-05-18,0
2014-05-19,0
2014-05-20,0
2014-05-21,0
2014-05-22,0
2014-05-23,0
2014-05-24,0
2014-05-25,0
2014-05-26,0
2014-05-27,0
2014-05-28,0
2014-05-29,0
2014-05-30,0
2014-05-31,0
2014-06-01,0
2014-06-02,0
2014-06-03,0
2014-06-04,0
2014-06-05,0
2014-06-06,0
2014-06-07,0
2014-06-08,0
2014-06-09,0
2014-06-10,0
2014-06-11,0
2014-06-12,0
2014-06-13,0
2014-06-14,0
2014-06-15,0
2014-06-16,0
2014-06-17,0
2014-06-18,0
2014-06-19,0
2014-06-20,0
2014-06-21,0
2014-06-22,0
2014-06-23,0
2014-06-24,0
2014-06-25,1
2014-06-26,0
2014-06-27,0
2014-06-28,0
2014-06-29,0
2014-06-30,0
2014-07-01,0
2014-07-02,0
2014-07-03,0
2014-07-04,0
2014-07-05,0
2014-07-06,0
2014-07-07,0
2014-07-08,0
2014-07-09,0
2014-07-10,0
2014-07-11,0
2014-07-12,0
2014-07-13,0
2014-07-14,0
2014-07-15,0
2014-07-16,0
2014-07-17,0
2014-07-18,0
2014-07-19,0
2014-07-20,0
2014-07-21,0
2014-07-22,0
2014-07-23,0
2014-07-24,0
2014-07-25,0
2014-07-26,0
2014-07-27,0
2014-07-28,0
2014-07-29,0
2014-07-30,0
2014-07-31,0
2014-08-01,0
2014-08-02,0
2014-08-03,0
2014-08-04,0
2014-08-05,0
2014-08-06,0
2014-08-07,0
2014-08-08,0
2014-08-09,0
2014-08-10,0
2014-08-11,0
2014-08-12,0
2014-08-13,0
2014-08-14,0
2014-08-15,0
2014-08-16,0
2014-08-17,0
2014-08-18,0
2014-08-19,0
2014-08-20,1
2014-08-21,0
2014-08-22,0
2014-08-23,0
2014-08-24,0
2014-08-25,0
2014-08-26,0
2014-08-27,0
2014-08-28,0
2014-08-29,0
2014-08-30,0
2014-08-31,0
2014-09-01,0
2014-09-02,0
2014-09-03,0
2014-09-04,0
2014-09-05,0
2014-09-06,0
2014-09-07,0
2014-09-08,0
2014-09-09,0
2014-09-10,0
2014-09-11,0
2014-09-12,0
2014-09-13,0
2014-09-14,0
2014-09-15,0
2014-09-16,0
2014-09-17,0
2014-09-18,0
2014-09-19,0
2014-09-20,0
2014-09-21,0
2014-09-22,0
2014-09-23,0
2014-09-24,0
2014-09-25,0
2014-09-26,0
2014-09-27,0
2014-09-28,0
2014-09-29,0
2014-09-30,0
2014-10-01,0
2014-10-02,0
2014-10-03,0
2014-10-04,0
2014-10-05,0
2014-10-06,0
2014-10-07,0
2014-10-08,0
2014-10-09,0
2014-10-10,0
2014-10-11,0
2014-10-12,0
2014-10-13,0
2014-10-14,0
2014-10-15,0
2014-10-16,0
2014-10-17,0
2014-10-18,0
2014-10-19,0
2014-10-20,0
2014-10-21,0
2014-10-22,0
2014-10-23,0
2014-10-24,0
2014-10-25,0
2014-10-26,0
2014-10-27,0
2014-10-28,0
2014-10-29,0
2014-10-30,0
2014-10-31,0
2014-11-01,0
2014-11-02,0
2014-11-03,0
2014-11-04,0
2014-11-05,0
2014-11-06,0
2014-11-07,0
2014-11-08,0
2014-11-09,0
2014-11-10,0
2014-11-11,1
2014-11-12,0
2014-11-13,0
2014-11-14,0
2014-11-15,0
2014-11-16,0
2014-11-17,0
2014-11-18,0
2014-11-19,0
2014-11-20,0
2014-11-21,0
2014-11-22,0
2014-11-23,0
2014-11-24,0
2014-11-25,0
2014-11-26,0
2014-11-27,0
2014-11-28,0
2014-11-29,0
2014-11-30,0
2014-12-01,0
2014-12-02,0
2014-12-03,0
2014-12-04,0
2014-12-05,0
2014-12-06,0
2014-12-07,0
2014-12-08,0
2014-12-09,0
2014-12-10,0
2014-12-11,0
2014-12-12,0
2014-12-13,0
2014-12-14,0
2014-12-15,0
2014-12-16,0
2014-12-17,0
2014-12-18,0
2014-12-19,0
2014-12-20,0
2014-12-21,0
2014-12-22,0
2014-12-23,0
2014-12-24,0
2014-12-25,0
2014-12-26,0
2014-12-27,0
2014-12-28,0
2014-12-29,0
2014-12-30,0
2014-12-31,0
2015-01-01,0
2015-01-02,0
2015-01-03,0
2015-01-04,0
2015-01-05,0
2015-01-06,0
2015-01-07,0
2015-01-08,0
2015-01-09,0
2015-01-10,1
2015-01-11,0
2015-01-12,0
2015-01-13,0
2015-01-14,0
2015-01-15,0
2015-01-16,0
2015-01-17,1
2015-01-18,0
2015-01-19,0
2015-01-20,0
2015-01-21,0
2015-01-22,0
2015-01-23,0
2015-01-24,0
2015-01-25,0
2015-01-26,0
2015-01-27,0
2015-01-28,0
2015-01-29,0
2015-01-30,0
2015-01-31,0
2015-02-01,0
2015-02-02,0
2015-02-03,0
2015-02-04,0
2015-02-05,0
2015-02-06,0
2015-02-07,0
2015-02-08,0
2015-02-09,0
2015-02-10,0
2015-02-11,0
2015-02-12,0
2015-02-13,1
2015-02-14,0
2015-02-15,0
2015-02-16,0
2015-02-17,0
2015-02-18,0
2015-02-19,0
2015-02-20,0
2015-02-21,0
2015-02-22,0
2015-02-23,1
2015-02-24,0
2015-02-25,0
2015-02-26,0
2015-02-27,0
2015-02-28,0
2015-03-01,0
2015-03-02,0
2015-03-03,0
2015-03-04,0
2015-03-05,0
2015-03-06,0
2015-03-07,0
2015-03-08,0
2015-03-09,0
2015-03-10,0
2015-03-11,0
2015-03-12,0
2015-03-13,0
2015-03-14,0
2015-03-15,0
2015-03-16,0
2015-03-17,0
2015-03-18,0
2015-03-19,0
2015-03-20,0
2015-03-21,0
2015-03-22,0
2015-03-23,0
2015-03-24,0
2015-03-25,0
2015-03-26,0
2015-03-27,0
2015-03-28,0
2015-03-29,0
2015-03-30,0
2015-03-31,0
2015-04-01,0
2015-04-02,0
2015-04-03,0
2015-04-04,0
2015-04-05,0
2015-04-06,1
2015-04-07,0
2015-04-08,0
2015-04-09,0
2015-04-10,0
2015-04-11,0
2015-04-12,0
2015-04-13,0
2015-04-14,0
2015-04-15,1
2015-04-16,1
2015-04-17,0
2015-04-18,0
2015-04-19,0
2015-04-20,0
2015-04-21,0
2015-04-22,0
2015-04-23,0
2015-04-24,0
2015-04-25,0
2015-04-26,0
2015-04-27,0
2015-04-28,0
2015-04-29,0
2015-04-30,0
2015-05-01,0
2015-05-02,0
2015-05-03,0
2015-05-04,0
2015-05-05,0
2015-05-06,0
2015-05-07,0
2015-05-08,0
2015-05-09,0
2015-05-10,0
2015-05-11,0
2015-05-12,0
2015-05-13,0
2015-05-14,0
2015-05-15,1
2015-05-16,0
2015-05-17,0
2015-05-18,0
2015-05-19,0
2015-05-20,1
2015-05-21,0
2015-05-22,0
2015-05-23,0
2015-05-24,0
2015-05-25,1
2015-05-26,0
2015-05-27,0
2015-05-28,0
2015-05-29,0
2015-05-30,0
2015-05-31,0
2015-06-01,1
2015-06-02,0
2015-06-03,0
2015-06-04,0
2015-06-05,0
2015-06-06,0
2015-06-07,0
2015-06-08,0
2015-06-09,0
2015-06-10,0
2015-06-11,0
2015-06-12,0
2015-06-13,0
2015-06-14,0
2015-06-15,0
2015-06-16,0
2015-06-17,0
2015-06-18,0
2015-06-19,0
2015-06-20,0
2015-06-21,0
2015-06-22,1
2015-06-23,0
2015-06-24,0
2015-06-25,1
2015-06-26,0
2015-06-27,0
2015-06-28,0
2015-06-29,0
2015-06-30,0
2015-07-01,0
2015-07-02,1
2015-07-03,0
2015-07-04,1
2015-07-05,0
2015-07-06,0
2015-07-07,1
2015-07-08,0
2015-07-09,0
2015-07-10,0
2015-07-11,0
2015-07-12,0
2015-07-13,0
2015-07-14,0
2015-07-15,0
2015-07-16,0
2015-07-17,1
2015-07-18,1
2015-07-19,0
2015-07-20,1
2015-07-21,0
2015-07-22,2
2015-07-23,0
2015-07-24,0
2015-07-25,1
2015-07-26,0
2015-07-27,0
2015-07-28,1
2015-07-29,2
2015-07-30,1
2015-07-31,2
2015-08-01,0
2015-08-02,1
2015-08-03,2
2015-08-04,10
2015-08-05,8
2015-08-06,10
2015-08-07,12
2015-08-08,8
2015-08-09,10
2015-08-10,9
2015-08-11,10
2015-08-12,9
2015-08-13,9
2015-08-14,18
2015-08-15,13
2015-08-16,8
2015-08-17,22
2015-08-18,18
2015-08-19,18
2015-08-20,16
2015-08-21,25
2015-08-22,31
2015-08-23,12
2015-08-24,19
2015-08-25,16
2015-08-26,22
2015-08-27,11
2015-08-28,17
2015-08-29,37
2015-08-30,29
2015-08-31,13
2015-09-01,31
2015-09-02,32
2015-09-03,34
2015-09-04,32
2015-09-05,44
2015-09-06,22
2015-09-07,28
2015-09-08,57
2015-09-09,45
2015-09-10,52
2015-09-11,46
2015-09-12,26
2015-09-13,38
2015-09-14,38
2015-09-15,48
2015-09-16,57
2015-09-17,75
2015-09-18,78
2015-09-19,73
2015-09-20,56
2015-09-21,58
2015-09-22,74
2015-09-23,45
2015-09-24,48
2015-09-25,70
2015-09-26,56
2015-09-27,49
2015-09-28,57
2015-09-29,68
2015-09-30,79
2015-10-01,74
2015-10-02,106
2015-10-03,65
2015-10-04,42
2015-10-05,94
2015-10-06,77
2015-10-07,76
2015-10-08,85
2015-10-09,77
2015-10-10,87
2015-10-11,73
2015-10-12,88
2015-10-13,60
2015-10-14,97
2015-10-15,92
2015-10-16,114
2015-10-17,114
2015-10-18,75
2015-10-19,88
2015-10-20,102
2015-10-21,75
2015-10-22,80
2015-10-23,158
2015-10-24,94
2015-10-25,86
2015-10-26,70
2015-10-27,102
2015-10-28,106
2015-10-29,99
2015-10-30,115
2015-10-31,124
2015-11-01,67
2015-11-02,78
2015-11-03,57
2015-11-04,105
2015-11-05,105
2015-11-06,89
2015-11-07,99
2015-11-08,78
2015-11-09,76
2015-11-10,96
2015-11-11,87
2015-11-12,83
2015-11-13,74
2015-11-14,73
2015-11-15,67
2015-11-16,86
2015-11-17,120
2015-11-18,75
2015-11-19,90
2015-11-20,107
2015-11-21,171
2015-11-22,72
2015-11-23,105
2015-11-24,115
2015-11-25,90
2015-11-26,39
2015-11-27,68
2015-11-28,60
2015-11-29,59
2015-11-30,94
2015-12-01,80
2015-12-02,76
2015-12-03,79
2015-12-04,117
2015-12-05,85
2015-12-06,56
2015-12-07,80
2015-12-08,76
2015-12-09,95
2015-12-10,79
2015-12-11,99
2015-12-12,100
2015-12-13,73
2015-12-14,80
2015-12-15,78
2015-12-16,85
2015-12-17,96
2015-12-18,80
2015-12-19,77
2015-12-20,50
2015-12-21,101
2015-12-22,70
2015-12-23,86
2015-12-24,58
2015-12-25,39
2015-12-26,59
2015-12-27,54
2015-12-28,86
2015-12-29,67
2015-12-30,76
2015-12-31,60
2016-01-01,72
2016-01-02,77
2016-01-03,64
2016-01-04,91
2016-01-05,101
2016-01-06,74
2016-01-07,69
2016-01-08,114
2016-01-09,102
2016-01-10,67
2016-01-11,120
2016-01-12,112
2016-01-13,104
2016-01-14,101
2016-01-15,84
2016-01-16,87
2016-01-17,51
2016-01-18,64
2016-01-19,89
2016-01-20,119
2016-01-21,137
2016-01-22,121
2016-01-23,83
2016-01-24,48
2016-01-25,86
2016-01-26,83
2016-01-27,85
2016-01-28,82
2016-01-29,99
2016-01-30,84
2016-01-31,77
2016-02-01,81
2016-02-02,102
2016-02-03,64
2016-02-04,86
2016-02-05,85
2016-02-06,71
2016-02-07,48
2016-02-08,63
2016-02-09,123
2016-02-10,99
2016-02-11,91
2016-02-12,100
2016-02-13,87
2016-02-14,107
2016-02-15,63
2016-02-16,79
2016-02-17,83
2016-02-18,75
2016-02-19,146
2016-02-20,108
2016-02-21,63
2016-02-22,85
2016-02-23,91
2016-02-24,95
2016-02-25,81
2016-02-26,108
2016-02-27,88
2016-02-28,68
2016-02-29,82
2016-03-01,102
2016-03-02,106
2016-03-03,97
2016-03-04,112
2016-03-05,87
2016-03-06,73
2016-03-07,100
2016-03-08,87
2016-03-09,73
2016-03-10,95
2016-03-11,101
2016-03-12,105
2016-03-13,96
2016-03-14,103
2016-03-15,116
2016-03-16,79
2016-03-17,90
2016-03-18,114
2016-03-19,86
2016-03-20,78
2016-03-21,85
2016-03-22,89
2016-03-23,109
2016-03-24,110
2016-03-25,95
2016-03-26,85
2016-03-27,77
2016-03-28,84
2016-03-29,86
2016-03-30,95
2016-03-31,96
2016-04-01,122
2016-04-02,96
2016-04-03,82
2016-04-04,106
2016-04-05,103
2016-04-06,93
2016-04-07,103
2016-04-08,136
2016-04-09,158
2016-04-10,61
2016-04-11,92
2016-04-12,101
2016-04-13,88
2016-04-14,114
2016-04-15,119
2016-04-16,98
2016-04-17,71
2016-04-18,76
2016-04-19,56
2016-04-20,104
2016-04-21,76
2016-04-22,77
2016-04-23,67
2016-04-24,68
2016-04-25,110
2016-04-26,107
2016-04-27,93
2016-04-28,90
2016-04-29,101
2016-04-30,123
2016-05-01,83
2016-05-02,109
2016-05-03,93
2016-05-04,79
2016-05-05,91
2016-05-06,121
2016-05-07,91
2016-05-08,89
2016-05-09,104
2016-05-10,110
2016-05-11,92
2016-05-12,97
2016-05-13,117
2016-05-14,89
2016-05-15,67
2016-05-16,94
2016-05-17,96
2016-05-18,97
2016-05-19,115
2016-05-20,114
2016-05-21,107
2016-05-22,68
2016-05-23,111
2016-05-24,101
2016-05-25,137
2016-05-26,108
2016-05-27,128
2016-05-28,100
2016-05-29,64
2016-05-30,68
2016-05-31,132
2016-06-01,135
2016-06-02,107
2016-06-03,100
2016-06-04,75
2016-06-05,66
2016-06-06,103
2016-06-07,99
2016-06-08,79
2016-06-09,110
2016-06-10,139
2016-06-11,87
2016-06-12,61
2016-06-13,115
2016-06-14,82
2016-06-15,105
2016-06-16,97
2016-06-17,129
2016-06-18,73
2016-06-19,107
2016-06-20,120
2016-06-21,92
2016-06-22,80
2016-06-23,67
2016-06-24,92
2016-06-25,104
2016-06-26,68
2016-06-27,69
2016-06-28,78
2016-06-29,79
2016-06-30,89
2016-07-01,114
2016-07-02,78
2016-07-03,76
2016-07-04,47
2016-07-05,90
2016-07-06,107
2016-07-07,106
2016-07-08,138
2016-07-09,87
2016-07-10,68
2016-07-11,105
2016-07-12,105
2016-07-13,95
2016-07-14,118
2016-07-15,114
2016-07-16,103
2016-07-17,78
2016-07-18,82
2016-07-19,112
2016-07-20,140
2016-07-21,100
2016-07-22,131
2016-07-23,124
2016-07-24,86
2016-07-25,144
2016-07-26,141
2016-07-27,120
2016-07-28,104
2016-07-29,143
2016-07-30,114
2016-07-31,119
2016-08-01,119
2016-08-02,113
2016-08-03,123
2016-08-04,131
2016-08-05,177
2016-08-06,177
2016-08-07,118
2016-08-08,107
2016-08-09,108
2016-08-10,106
2016-08-11,142
2016-08-12,222
2016-08-13,144
2016-08-14,139
2016-08-15,116
2016-08-16,137
2016-08-17,133
2016-08-18,143
2016-08-19,156
2016-08-20,168
2016-08-21,146
2016-08-22,149
2016-08-23,128
2016-08-24,141
2016-08-25,124
2016-08-26,149
2016-08-27,168
2016-08-28,125
2016-08-29,178
2016-08-30,192
2016-08-31,163
2016-09-01,167
2016-09-02,180
2016-09-03,149
2016-09-04,135
2016-09-05,103
2016-09-06,172
2016-09-07,172
2016-09-08,173
2016-09-09,178
2016-09-10,149
2016-09-11,121
2016-09-12,161
2016-09-13,160
2016-09-14,129
2016-09-15,163
2016-09-16,204
2016-09-17,159
2016-09-18,123
2016-09-19,155
2016-09-20,148
2016-09-21,168
2016-09-22,153
2016-09-23,164
2016-09-24,132
2016-09-25,123
2016-09-26,141
2016-09-27,146
2016-09-28,203
2016-09-29,178
2016-09-30,165
2016-10-01,173
2016-10-02,113
2016-10-03,119
2016-10-04,144
2016-10-05,169
2016-10-06,204
2016-10-07,163
2016-10-08,125
2016-10-09,121
2016-10-10,143
2016-10-11,153
2016-10-12,199
2016-10-13,170
2016-10-14,185
2016-10-15,135
2016-10-16,138
2016-10-17,158
2016-10-18,158
2016-10-19,144
2016-10-20,148
2016-10-21,155
2016-10-22,185
2016-10-23,141
2016-10-24,157
2016-10-25,179
2016-10-26,255
2016-10-27,159
2016-10-28,180
2016-10-29,162
2016-10-30,146
2016-10-31,184
2016-11-01,167
2016-11-02,213
2016-11-03,184
2016-11-04,209
2016-11-05,203
2016-11-06,122
2016-11-07,163
2016-11-08,158
2016-11-09,145
2016-11-10,158
2016-11-11,143
2016-11-12,142
2016-11-13,125
2016-11-14,142
2016-11-15,152
2016-11-16,157
2016-11-17,154
2016-11-18,219
2016-11-19,133
2016-11-20,96
2016-11-21,147
2016-11-22,167
2016-11-23,267
2016-11-24,78
2016-11-25,101
2016-11-26,109
2016-11-27,103
2016-11-28,224
2016-11-29,162
2016-11-30,150
2016-12-01,145
2016-12-02,166
2016-12-03,169
2016-12-04,127
2016-12-05,171
2016-12-06,121
2016-12-07,140
2016-12-08,165
2016-12-09,187
2016-12-10,207
2016-12-11,149
2016-12-12,170
2016-12-13,213
2016-12-14,219
2016-12-15,190
2016-12-16,246
2016-12-17,130
2016-12-18,172
2016-12-19,256
2016-12-20,256
2016-12-21,153
2016-12-22,202
2016-12-23,206
2016-12-24,116
2016-12-25,89
2016-12-26,100
2016-12-27,113
2016-12-28,115
2016-12-29,98
2016-12-30,118
2016-12-31,112
2017-01-01,135
2017-01-02,112
2017-01-03,139
2017-01-04,101
2017-01-05,126
2017-01-06,135
2017-01-07,122
2017-01-08,127
2017-01-09,150
2017-01-10,173
2017-01-11,152
2017-01-12,177
2017-01-13,247
2017-01-14,141
2017-01-15,115
2017-01-16,127
2017-01-17,150
2017-01-18,140
2017-01-19,181
2017-01-20,155
2017-01-21,169
2017-01-22,105
2017-01-23,132
2017-01-24,123
2017-01-25,158
2017-01-26,142
2017-01-27,136
2017-01-28,118
2017-01-29,90
2017-01-30,122
2017-01-31,131
2017-02-01,141
2017-02-02,155
2017-02-03,172
2017-02-04,126
2017-02-05,107
2017-02-06,133
2017-02-07,174
2017-02-08,117
2017-02-09,144
2017-02-10,194
2017-02-11,143
2017-02-12,124
2017-02-13,148
2017-02-14,176
2017-02-15,133
2017-02-16,126
2017-02-17,170
2017-02-18,144
2017-02-19,136
2017-02-20,102
2017-02-21,169
2017-02-22,136
2017-02-23,173
2017-02-24,173
2017-02-25,139
2017-02-26,110
2017-02-27,137
2017-02-28,176
2017-03-01,200
2017-03-02,132
2017-03-03,181
2017-03-04,151
2017-03-05,100
2017-03-06,152
2017-03-07,170
2017-03-08,184
2017-03-09,135
2017-03-10,216
2017-03-11,187
2017-03-12,102
2017-03-13,186
2017-03-14,256
2017-03-15,197
2017-03-16,155
2017-03-17,198
2017-03-18,147
2017-03-19,116
2017-03-20,151
2017-03-21,157
2017-03-22,154
2017-03-23,163
2017-03-24,205
2017-03-25,190
2017-03-26,113
2017-03-27,138
2017-03-28,127
2017-03-29,154
2017-03-30,177
2017-03-31,186
2017-04-01,181
2017-04-02,121
2017-04-03,187
2017-04-04,160
2017-04-05,192
2017-04-06,192
2017-04-07,177
2017-04-08,159
2017-04-09,132
2017-04-10,177
2017-04-11,118
2017-04-12,138
2017-04-13,139
2017-04-14,181
2017-04-15,195
2017-04-16,130
2017-04-17,178
2017-04-18,181
2017-04-19,130
2017-04-20,157
2017-04-21,198
2017-04-22,162
2017-04-23,138
2017-04-24,168
2017-04-25,184
2017-04-26,182
2017-04-27,172
2017-04-28,186
2017-04-29,232
2017-04-30,150
2017-05-01,205
2017-05-02,181
2017-05-03,189
2017-05-04,190
2017-05-05,204
2017-05-06,183
2017-05-07,147
2017-05-08,168
2017-05-09,173
2017-05-10,200
2017-05-11,208
2017-05-12,213
2017-05-13,184
2017-05-14,161
2017-05-15,185
2017-05-16,200
2017-05-17,206
2017-05-18,238
2017-05-19,258
2017-05-20,165
2017-05-21,135
2017-05-22,198
2017-05-23,199
2017-05-24,181
2017-05-25,171
2017-05-26,211
2017-05-27,192
2017-05-28,140
2017-05-29,149
2017-05-30,190
2017-05-31,188
